"Площадь, м²",Комнаты,Местоположение,Состояние,Тип дома,Этаж,Год постройки,Потолки,Цена
63.0,2.0,1,0,2,29,2010.0,2.86,35000000
76.0,3.0,1,4,2,23,2013.0,2.86,33500000
35.0,1.0,1,2,2,23,2014.0,2.86,18500000
35.0,1.0,1,4,2,26,2019.0,2.86,25000000
63.0,2.0,1,4,2,24,2015.0,2.86,30000000
65.0,2.0,1,4,2,24,2010.0,2.86,37000000
35.0,1.0,1,0,2,26,2019.0,2.7,25000000
44.0,2.0,1,0,1,11,1967.0,2.86,18500000
40.0,1.0,1,4,2,28,2019.0,2.86,21000000
85.1,3.0,1,5,2,26,2023.0,2.86,35700000
37.0,1.0,1,4,2,3,2018.0,2.86,21800000
82.0,3.0,1,4,2,26,2016.0,2.86,43000000
65.0,2.0,1,4,2,23,2015.0,2.86,30500000
52.0,2.0,1,4,1,11,1989.0,2.86,24500000
41.0,1.0,1,4,2,26,2019.0,2.86,21000000
59.0,2.0,1,4,2,24,2012.0,2.86,26500000
65.2,3.0,1,3,2,24,2023.0,2.86,34500000
41.0,1.0,1,4,2,24,2014.0,2.86,22000000
100.0,3.0,1,0,2,3,2018.0,2.86,67500000
82.6,3.0,1,4,2,27,2010.0,2.86,40000000
71.0,3.0,1,4,2,2,2021.0,2.86,42000000
34.0,1.0,1,4,2,2,2017.0,2.86,22000000
76.0,3.0,1,4,2,26,2013.0,2.86,41000000
76.0,3.0,1,4,2,26,2013.0,2.86,41000000
59.8,2.0,1,0,2,24,2023.0,2.86,23500000
40.0,1.0,1,1,2,26,2023.0,2.86,20000000
75.0,3.0,1,0,2,23,2018.0,2.86,36000000
66.0,2.0,1,4,2,24,2018.0,2.86,28500000
79.5,2.0,1,4,2,0,2012.0,2.86,32000000
79.5,2.0,1,4,2,0,2012.0,2.86,32000000
27.0,1.0,1,4,2,0,2015.0,2.86,18000000
59.0,2.0,1,4,2,24,2012.0,2.86,26500000
26.0,1.0,1,4,1,11,1990.0,2.86,14000000
59.0,2.0,1,4,2,24,2012.0,2.86,26500000
68.0,2.0,1,4,2,0,2013.0,2.86,26500000
65.0,2.0,1,4,2,19,2016.0,2.86,28500000
44.0,2.0,1,4,1,11,1970.0,2.86,18500000
64.0,2.0,1,4,2,23,2015.0,2.86,27500000
55.0,2.0,1,4,2,11,2021.0,2.86,34000000
26.63,1.0,1,0,2,11,2023.0,2.86,13000000
65.0,3.0,1,4,2,19,2018.0,2.86,35000000
40.9,1.0,1,4,2,11,2016.0,2.86,26500000
37.0,1.0,1,0,2,19,2015.0,2.86,20500000
35.1,1.0,1,4,2,11,2019.0,2.86,19000000
69.0,2.0,1,4,2,19,2018.0,2.86,34500000
38.0,1.0,1,4,2,11,2022.0,2.86,25500000
37.0,1.0,1,4,2,24,2022.0,2.86,22000000
64.0,2.0,1,4,2,23,2018.0,2.86,35000000
58.0,2.0,1,4,3,0,2018.0,2.86,33000000
55.0,2.0,1,4,2,28,2017.0,2.86,31500000
23.7,1.0,1,1,2,0,2023.0,2.86,12000000
72.0,3.0,1,4,2,19,2018.0,2.86,43000000
85.0,3.0,1,4,2,0,2018.0,2.86,50000000
49.0,2.0,1,4,2,11,2022.0,2.86,32000000
55.0,2.0,1,4,2,24,2017.0,2.86,33500000
47.0,2.0,1,4,2,26,2011.0,2.86,25000000
28.0,1.0,1,0,2,23,2014.0,2.86,17000000
56.1,2.0,1,4,2,26,2021.0,2.86,27000000
34.0,1.0,1,4,2,29,2018.0,2.86,32000000
42.0,1.0,1,4,2,24,2011.0,2.86,24000000
44.0,2.0,1,0,1,11,1970.0,2.7,18500000
72.0,3.0,1,0,2,29,2018.0,2.86,55200000
46.7,1.0,1,4,2,26,2017.0,2.7,25000000
44.4,1.0,1,4,2,0,2014.0,2.86,27000000
58.2,2.0,1,4,2,29,2019.0,2.86,34500000
40.4,1.0,1,4,2,26,2022.0,2.86,21500000
58.0,2.0,1,4,2,27,2019.0,2.86,35000000
30.0,1.0,1,4,2,24,2011.0,2.86,16500000
90.0,3.0,1,4,2,27,2017.0,2.86,43000000
90.0,3.0,1,4,2,27,2017.0,2.86,43000000
42.0,2.0,1,4,2,11,2011.0,2.86,26000000
56.0,2.0,1,0,2,23,2020.0,2.86,33000000
36.0,1.0,1,0,2,19,2018.0,2.7,25000000
61.1,3.0,1,5,0,19,2023.0,2.86,28999999
23.0,1.0,1,2,1,19,1990.0,2.86,12999999
79.0,3.0,1,4,2,24,2022.0,2.86,37500000
52.0,1.0,1,1,2,26,2023.0,2.86,25000000
37.0,1.0,1,1,2,23,2022.0,2.86,16200000
55.0,2.0,1,4,2,27,2019.0,2.86,33000000
66.2,2.0,1,2,2,23,2014.0,2.7,26500000
86.0,3.0,1,2,2,26,2015.0,2.86,42000000
35.0,1.0,1,5,2,23,2023.0,2.86,16500000
50.3,3.0,1,4,0,11,1965.0,2.86,22000000
47.0,2.0,1,4,2,23,2011.0,2.86,25500000
23.0,1.0,1,0,1,19,1990.0,2.86,14000000
22.0,1.0,1,4,2,11,2010.0,2.86,12500000
67.0,2.0,1,4,2,23,2015.0,2.86,29500000
30.0,1.0,1,4,2,0,2022.0,2.86,17500000
67.0,2.0,1,4,2,24,2010.0,2.86,35000000
46.0,1.0,1,5,2,26,2023.0,2.86,23000000
100.0,3.0,1,0,2,11,2023.0,3.0,45000000
46.0,1.0,1,0,2,26,2023.0,2.86,26500000
58.6,2.0,1,4,2,1,2016.0,2.86,42000000
93.5,2.0,1,4,2,26,2012.0,2.86,48000000
53.0,2.0,1,0,2,27,2022.0,2.86,20500000
46.0,2.0,1,4,2,28,2010.0,2.86,24000000
36.32,1.0,1,5,2,24,2024.0,2.86,13000000
47.0,1.0,1,4,2,24,2016.0,2.86,26800000
42.0,1.0,1,4,3,24,1991.0,2.86,20500000
44.3,1.0,1,0,2,0,2022.0,2.8,29000000
30.0,1.0,1,0,2,23,2023.0,2.6,20500000
63.0,2.0,1,4,2,0,2014.0,2.86,35500000
35.0,1.0,1,4,2,3,2016.0,2.86,21000000
45.0,1.0,1,4,2,11,2022.0,2.86,26500000
68.0,2.0,1,0,2,24,2020.0,3.0,58500000
40.0,1.0,1,2,2,0,2015.0,2.86,20750000
30.0,1.0,1,0,2,29,2022.0,2.6,18000000
45.88,1.0,1,0,2,27,2024.0,2.86,23500000
38.0,1.0,1,4,2,0,2014.0,2.8,20000000
40.9,1.0,1,4,2,26,2015.0,2.86,23000000
90.0,3.0,1,4,2,0,2011.0,2.86,45000000
80.0,3.0,1,4,3,0,2008.0,2.86,38000000
53.0,2.0,1,4,2,1,2015.0,2.86,35000000
64.0,2.0,1,2,2,0,2016.0,2.86,45000000
48.5,1.0,1,5,2,23,2022.0,2.86,22500000
65.0,3.0,1,4,2,19,2018.0,2.86,33000000
44.0,1.0,1,1,2,26,2023.0,2.86,21500000
47.0,1.0,1,4,2,24,2018.0,2.86,26500000
65.0,2.0,1,0,2,26,2024.0,2.86,35000000
44.0,1.0,1,5,2,0,2022.0,2.86,22000000
59.9,2.0,1,4,2,28,2013.0,2.86,38000000
52.0,2.0,1,5,2,30,2022.0,2.86,23500000
32.4,1.0,1,5,2,24,2023.0,2.86,25000000
40.0,1.0,1,4,2,23,2014.0,2.86,21900000
73.0,2.0,1,4,2,4,2017.0,2.86,40100000
33.0,1.0,1,4,2,11,2023.0,2.86,23000000
67.3,3.0,1,4,1,11,1986.0,2.86,41000000
48.0,2.0,1,0,1,11,1980.0,2.86,23500000
55.0,2.0,1,5,2,24,2022.0,2.86,26500000
40.0,1.0,1,5,2,28,2022.0,2.86,17500000
78.0,3.0,1,4,2,24,2011.0,2.86,40000000
38.0,1.0,1,4,2,28,2018.0,2.86,25000000
49.4,1.0,1,5,2,30,2023.0,2.86,22000000
42.0,2.0,1,4,2,1,2010.0,2.86,23300000
65.7,2.0,1,4,1,11,2016.0,2.86,35000000
33.0,1.0,1,0,2,19,2023.0,2.86,13500000
60.0,2.0,1,4,2,19,2022.0,2.86,36000000
60.0,3.0,1,4,2,24,2018.0,2.86,25500000
45.7,1.0,1,0,2,11,2015.0,2.86,25000000
38.0,1.0,1,0,2,11,2018.0,2.7,29000000
320.0,4.0,1,5,1,19,2018.0,2.86,65000000
87.0,3.0,1,4,2,19,2018.0,2.86,48000000
40.0,1.0,1,4,2,11,2011.0,2.86,24500000
56.0,2.0,1,5,2,0,2024.0,2.86,30000000
52.0,2.0,1,4,2,11,1989.0,2.86,24500000
76.0,3.0,1,4,2,26,2017.0,2.86,45000000
34.3,1.0,1,0,2,2,2020.0,2.7,23900000
47.0,2.0,1,5,2,28,2019.0,2.86,18500000
59.0,2.0,1,0,2,29,2022.0,2.86,39000000
36.2,1.0,1,4,2,1,2017.0,2.86,22500000
47.0,2.0,1,4,2,27,2019.0,2.86,29500000
92.0,4.0,1,4,2,4,2019.0,2.86,58000000
77.2,3.0,1,4,2,0,2016.0,2.86,30000000
75.0,3.0,1,0,2,0,2017.0,2.86,29000000
130.0,3.0,1,0,2,11,2007.0,3.0,41900000
84.0,3.0,1,4,2,5,2017.0,2.86,38555555
65.0,2.0,1,4,2,0,2017.0,2.86,27555555
14.3,1.0,1,0,2,0,2009.0,3.0,9000000
45.0,3.0,1,4,2,0,1962.0,2.86,20000000
84.0,3.0,1,4,2,19,2015.0,2.86,47000000
36.0,1.0,1,4,1,19,1986.0,2.86,24700000
36.0,1.0,1,4,1,19,1986.0,2.86,24700000
41.0,1.0,1,0,2,28,2010.0,2.6,24500000
71.0,3.0,1,5,2,1,2023.0,2.86,30000000
63.0,2.0,1,0,2,19,2010.0,2.86,34000000
30.0,1.0,1,4,2,29,2011.0,2.86,17500000
43.0,1.0,1,3,2,3,2024.0,2.86,24000000
70.0,2.0,1,0,2,24,2009.0,2.86,35000000
45.0,1.0,1,4,2,29,2022.0,2.86,26500000
19.0,1.0,1,4,2,11,2019.0,2.86,12000000
98.8,4.0,1,4,2,19,2016.0,2.86,73000000
70.0,3.0,1,4,2,26,2022.0,2.86,30900000
47.0,1.0,1,4,2,11,2022.0,2.86,28000000
33.0,1.0,1,4,2,0,2017.0,2.86,21000000
69.0,2.0,1,4,2,3,2010.0,2.86,38000000
47.5,2.0,1,4,2,11,2022.0,2.86,30000000
78.6,3.0,1,4,2,11,2022.0,2.86,45000000
40.0,1.0,1,4,2,29,2013.0,2.86,20499999
67.0,2.0,1,4,2,24,2016.0,2.86,28500000
67.0,2.0,1,0,2,23,2018.0,2.86,34000000
45.0,1.0,1,4,2,3,2022.0,2.86,27000000
34.46,1.0,1,0,2,19,2023.0,2.86,17000000
40.0,1.0,1,4,2,0,2023.0,2.86,18000000
47.0,1.0,1,4,2,19,2010.0,2.86,30000000
63.0,2.0,1,0,2,28,2010.0,2.86,33500000
80.0,3.0,1,0,2,26,2014.0,2.86,35000000
88.0,3.0,1,4,2,3,2018.0,2.86,65000000
58.4,2.0,1,4,2,24,2013.0,2.86,28000000
40.0,1.0,1,0,2,0,2016.0,2.7,21500000
18.3,1.0,1,4,3,0,2021.0,2.86,10500000
52.0,2.0,1,2,1,24,1990.0,2.86,20000000
87.0,3.0,1,0,2,27,2018.0,2.8,43200000
41.2,1.0,1,4,2,11,2018.0,2.86,26950000
49.7,2.0,1,1,2,19,2023.0,2.86,21990000
84.0,3.0,1,4,2,24,2010.0,2.86,43000000
44.4,1.0,1,4,2,23,2018.0,2.86,22000000
59.0,2.0,1,4,2,2,2019.0,2.86,32300000
43.0,1.0,1,0,2,24,2023.0,2.86,21500000
24.0,1.0,1,5,2,0,2023.0,2.86,12000000
44.0,1.0,1,4,2,23,2022.0,2.86,28500000
87.0,3.0,1,4,2,0,2016.0,2.86,42000000
76.53,3.0,1,5,2,19,2023.0,2.86,29846700
85.0,3.0,1,4,2,19,2014.0,2.75,43000000
54.0,2.0,1,0,2,24,2017.0,2.86,32000000
68.5,2.0,1,4,2,11,2009.0,2.86,36000000
30.6,1.0,1,5,2,27,2022.0,2.86,16000000
69.0,2.0,1,4,2,11,2012.0,2.86,35000000
64.0,2.0,1,4,2,0,2012.0,2.86,32000000
78.0,3.0,1,0,2,11,2022.0,2.86,36000000
63.0,2.0,1,4,2,19,2023.0,2.86,38000000
70.8,3.0,1,0,2,27,2018.0,2.86,37000000
65.0,2.0,1,4,2,11,2018.0,2.86,26500000
48.0,1.0,1,0,2,0,2022.0,2.86,19000000
43.6,1.0,1,0,2,23,2022.0,2.86,19000000
44.0,1.0,1,5,2,26,2023.0,2.86,20000000
40.0,1.0,1,0,2,26,2025.0,2.86,13500000
76.0,3.0,1,0,2,24,2017.0,2.8,30000000
76.0,3.0,1,4,2,19,2017.0,2.86,40000000
73.0,3.0,1,4,2,26,2019.0,2.86,53000000
23.0,1.0,1,4,1,24,1990.0,2.86,16700000
64.0,2.0,1,4,2,23,2010.0,2.86,33000000
45.5,1.0,1,0,2,24,2014.0,2.86,26000000
54.5,2.0,1,4,2,26,2017.0,2.86,29000000
70.0,2.0,1,4,1,19,2009.0,2.86,37000000
80.0,3.0,1,4,2,26,2011.0,2.86,53000000
37.0,1.0,1,0,0,2,2019.0,2.86,24500000
45.4,1.0,1,5,2,26,2023.0,2.86,20500000
40.0,1.0,1,4,2,23,2014.0,2.86,23000000
45.0,1.0,1,0,2,19,2013.0,2.86,28000000
39.0,1.0,1,1,2,24,2022.0,2.86,16300000
45.2,1.0,1,0,2,11,2010.0,2.86,27000000
44.9,1.0,1,4,2,11,2010.0,2.86,26000000
85.0,2.0,1,4,2,19,2010.0,2.86,38000000
90.0,3.0,1,4,2,19,2010.0,2.86,42800000
64.5,2.0,1,4,2,0,2015.0,2.86,37000000
36.0,1.0,1,4,2,27,2014.0,2.86,17500000
58.0,2.0,1,0,2,23,2021.0,2.86,28500000
54.5,2.0,1,4,2,2,2018.0,2.86,30900000
48.0,1.0,1,4,2,28,2014.0,2.86,26500000
40.2,1.0,1,4,3,11,1986.0,2.86,18800000
48.0,2.0,1,4,2,27,2023.0,2.86,29500000
66.3,2.0,1,4,2,11,2021.0,2.86,28500000
67.0,2.0,1,4,2,23,2012.0,2.86,29500000
63.0,2.0,1,4,2,6,2016.0,2.86,30500000
43.0,1.0,1,5,2,0,2018.0,2.86,21900000
56.0,2.0,1,4,2,26,2020.0,2.86,28000000
73.9,3.0,1,4,2,23,2014.0,2.86,36200000
48.0,2.0,1,2,1,0,1974.0,2.86,25000000
62.0,3.0,1,0,2,19,2018.0,2.86,32500000
40.0,1.0,1,0,2,26,2022.0,2.86,17900000
71.0,3.0,1,4,2,26,2022.0,2.86,37000000
15.0,1.0,1,4,1,19,2019.0,2.86,11000000
47.0,2.0,1,4,2,23,2016.0,2.86,26900000
25.0,1.0,1,3,2,11,2017.0,2.86,7500000
43.0,2.0,1,0,1,0,1991.0,2.7,25000000
37.0,1.0,1,5,2,28,2019.0,2.86,16500000
90.0,3.0,1,4,2,27,2018.0,2.86,46999999
40.0,2.0,1,4,2,19,2019.0,2.86,21000000
52.0,2.0,1,4,2,23,1971.0,2.86,25000000
61.17,2.0,1,5,2,23,2024.0,2.86,25000000
69.0,2.0,1,1,2,0,2007.0,2.86,30000000
71.0,3.0,1,0,2,29,2023.0,2.86,30500000
76.0,3.0,1,4,2,0,2013.0,2.86,35500000
32.0,1.0,1,0,3,24,1985.0,2.86,15000000
63.0,2.0,1,4,2,29,2011.0,2.86,33400000
80.0,3.0,1,5,2,28,2011.0,2.86,28700000
58.5,2.0,1,4,2,2,2022.0,2.86,29500000
61.4,2.0,1,4,2,23,2018.0,2.8,23000000
46.7,1.0,1,4,2,23,2013.0,2.86,25500000
61.4,2.0,1,4,2,23,2018.0,2.8,23000000
46.7,1.0,1,4,2,23,2013.0,2.86,25500000
44.0,1.0,1,0,2,19,2013.0,2.86,19800000
78.5,3.0,1,0,2,30,2024.0,2.7,26690000
45.0,1.0,1,0,2,11,2016.0,2.86,20000000
48.0,2.0,1,4,2,23,2022.0,2.86,30000000
39.0,1.0,1,2,3,19,1993.0,2.86,26000000
84.0,3.0,1,4,2,5,2016.0,2.86,58000000
17.0,1.0,1,0,2,0,2006.0,2.86,11000000
70.0,3.0,1,4,2,27,2018.0,2.86,42000000
40.0,1.0,1,4,2,11,2014.0,2.86,23000000
36.0,1.0,1,4,2,19,2019.0,2.86,21900000
73.9,3.0,1,0,2,23,2014.0,2.8,35800000
58.2,2.0,1,0,2,2,2019.0,2.86,33000000
34.6,1.0,1,0,2,26,2019.0,2.86,30000000
43.9,1.0,1,0,2,26,2025.0,2.86,23800000
47.0,2.0,1,5,2,11,2023.0,2.86,18500000
54.0,2.0,1,2,2,11,2016.0,2.86,24000000
45.5,2.0,1,4,2,27,2021.0,2.86,20500000
37.0,1.0,1,4,2,1,2022.0,2.7,25000000
46.0,2.0,1,4,2,26,2011.0,2.86,25700000
58.2,2.0,1,0,2,2,2019.0,2.86,33000000
34.6,1.0,1,0,2,26,2019.0,2.86,30000000
54.0,2.0,1,4,2,5,2019.0,2.86,37000000
83.0,3.0,1,4,2,23,2010.0,2.86,45000000
43.9,1.0,1,0,2,26,2025.0,2.86,23800000
47.0,2.0,1,5,2,11,2023.0,2.86,18500000
54.0,2.0,1,2,2,11,2016.0,2.86,24000000
48.0,2.0,1,0,2,23,2016.0,2.86,20000000
25.0,1.0,1,4,2,23,2018.0,2.86,25000000
45.5,2.0,1,4,2,27,2021.0,2.86,20500000
41.3,1.0,1,4,2,0,2017.0,2.86,23000000
37.4,1.0,1,1,2,23,2022.0,2.86,16000000
55.8,2.0,1,4,2,28,2018.0,2.86,29999999
37.0,1.0,1,5,2,27,2019.0,2.86,16500000
58.2,2.0,1,4,2,29,2018.0,2.86,32000000
68.0,2.0,1,4,2,19,2012.0,2.86,33000000
41.0,1.0,1,4,2,29,2017.0,2.86,26000000
69.0,2.0,1,4,2,27,2010.0,2.86,35000000
55.0,2.0,1,4,2,0,2019.0,2.86,32000000
55.0,2.0,1,4,2,29,2019.0,2.86,33500000
45.6,2.0,1,0,2,1,2019.0,2.86,25500000
59.0,2.0,1,4,2,2,2019.0,2.86,33000000
36.0,1.0,1,0,2,24,2018.0,2.86,21000000
78.0,3.0,1,4,3,28,2014.0,2.86,45000000
40.0,1.0,1,4,2,26,2019.0,2.86,30000000
55.0,2.0,1,0,2,24,2022.0,2.86,33000000
43.8,1.0,1,5,2,24,2019.0,2.86,17700000
54.0,2.0,1,4,3,26,2022.0,2.86,28000000
58.0,2.0,1,0,2,11,2019.0,2.86,36000000
77.0,3.0,1,0,2,19,2021.0,2.86,59000000
76.0,3.0,1,4,2,27,2013.0,2.86,43000000
37.3,1.0,1,4,2,27,2018.0,2.86,26000000
75.0,3.0,1,4,1,19,2013.0,2.86,33000000
75.0,3.0,1,4,2,24,2014.0,2.86,35000000
62.0,2.0,1,2,2,28,2010.0,2.86,34000000
69.2,3.0,1,3,1,0,1975.0,2.86,30000000
59.0,2.0,1,4,2,3,2019.0,2.86,28000000
64.4,2.0,1,4,2,27,2013.0,2.86,33000000
80.0,3.0,1,4,2,26,2011.0,2.86,38000000
60.0,2.0,1,4,2,3,2019.0,2.86,29500000
60.0,2.0,1,4,2,29,2019.0,2.86,30000000
63.0,2.0,1,4,2,28,2011.0,2.86,31000000
30.0,1.0,1,4,2,19,2011.0,2.86,19000000
48.0,2.0,1,4,2,23,2011.0,2.86,26200000
48.0,2.0,1,4,2,29,2011.0,2.86,26000000
41.0,2.0,1,4,2,24,2015.0,2.86,24700000
47.0,2.0,1,4,2,23,2011.0,2.86,26000000
30.0,1.0,1,4,2,23,2015.0,2.86,16900000
84.0,3.0,1,4,2,27,2011.0,2.86,43000000
70.0,2.0,1,4,2,27,2011.0,2.86,36500000
30.0,1.0,1,4,2,27,2015.0,2.86,16500000
82.0,3.0,1,4,2,19,2015.0,2.86,42500000
66.0,2.0,1,4,2,28,2015.0,2.86,28500000
45.0,1.0,1,4,2,11,2011.0,2.86,26000000
66.0,2.0,1,4,2,28,2015.0,2.86,28500000
43.0,1.0,1,4,2,19,2015.0,2.86,23500000
41.0,1.0,1,4,2,23,2011.0,2.86,23500000
65.0,2.0,1,4,2,27,2011.0,2.86,31000000
70.4,3.0,1,4,2,24,2019.0,2.86,38000000
70.4,3.0,1,4,2,24,2019.0,2.86,38000000
72.0,2.0,1,4,2,19,2014.0,2.86,37000000
41.0,1.0,1,4,2,0,2017.0,2.86,22500000
42.5,2.0,1,5,2,27,2023.0,2.86,24500000
40.0,1.0,1,4,2,0,2017.0,2.86,30000000
63.0,2.0,1,4,2,24,2010.0,2.86,36000000
55.0,2.0,1,4,2,3,2019.0,2.86,28000000
58.0,2.0,1,4,2,26,2019.0,2.86,32500000
45.0,1.0,1,2,2,11,2019.0,2.86,26700000
54.5,2.0,1,2,2,2,2019.0,2.86,31000000
38.0,1.0,1,4,2,1,2019.0,2.86,24500000
89.0,3.0,1,4,2,0,2012.0,2.86,46000000
25.2,1.0,1,2,3,0,1990.0,2.86,11000000
41.0,1.0,1,4,2,23,2017.0,2.86,25000000
68.0,2.0,1,4,2,28,2014.0,2.86,40000000
53.6,2.0,1,4,2,29,2017.0,2.86,31000000
43.0,1.0,1,4,2,19,2024.0,2.86,23140000
51.0,1.0,1,4,2,19,2010.0,2.86,30000000
96.0,3.0,1,0,2,0,2018.0,2.86,52000000
40.0,1.0,1,4,2,26,2014.0,2.86,20500000
37.0,1.0,1,4,2,11,2019.0,2.86,24000000
74.6,3.0,1,4,2,19,2017.0,2.86,35000000
71.0,3.0,1,4,2,1,2019.0,2.86,38500000
36.0,1.0,1,2,2,0,2014.0,2.86,19800000
45.0,1.0,1,4,2,2,2019.0,2.86,24000000
55.0,2.0,1,4,2,4,2019.0,2.86,32500000
44.0,1.0,1,4,2,0,2019.0,2.86,23300000
70.4,2.0,1,1,2,23,2019.0,2.86,31500000
47.0,1.0,1,4,2,11,2014.0,2.86,26000000
58.0,2.0,1,4,2,0,2018.0,2.86,32000000
37.0,1.0,1,4,2,2,2019.0,2.86,23500000
36.0,1.0,1,4,2,0,2014.0,2.86,19500000
45.0,1.0,1,4,2,1,2018.0,2.86,24990000
84.0,3.0,1,4,2,23,2015.0,2.86,42500000
46.0,1.0,1,4,2,19,2018.0,2.86,23900000
44.8,1.0,1,4,2,28,2018.0,2.86,26000000
35.0,1.0,1,4,1,0,2021.0,2.86,18900000
75.0,3.0,1,0,2,3,2019.0,2.86,40500000
41.9,1.0,1,4,2,28,2017.0,2.86,26000000
55.0,2.0,1,4,2,11,2016.0,2.86,30500000
60.0,3.0,1,4,2,24,2018.0,2.86,22500000
60.0,2.0,1,4,2,3,2017.0,2.86,32500000
46.3,1.0,1,4,2,19,2013.0,2.86,24000000
51.0,1.0,1,4,2,28,2010.0,2.86,22900000
70.4,2.0,1,5,2,19,2016.0,2.86,25000000
46.0,1.0,1,4,2,26,2011.0,2.86,25700000
47.0,1.0,1,4,2,27,2011.0,2.86,25500000
47.0,2.0,1,4,2,23,2011.0,2.86,27000000
48.0,2.0,1,4,2,11,2011.0,2.86,25500000
46.0,1.0,1,2,2,29,2011.0,2.86,21500000
84.0,3.0,1,4,2,2,2016.0,2.86,43500000
84.0,3.0,1,4,2,29,2015.0,2.86,38000000
84.0,3.0,1,4,2,29,2016.0,2.86,38500000
41.0,1.0,1,4,2,29,2011.0,2.86,23000000
41.0,1.0,1,4,2,23,2011.0,2.86,23500000
42.0,2.0,1,4,2,23,2011.0,2.86,24000000
83.0,3.0,1,4,2,28,2015.0,2.86,39000000
84.0,3.0,1,4,2,4,2015.0,2.86,38000000
46.0,2.0,1,4,2,29,2011.0,2.86,25000000
42.0,1.0,1,4,2,24,2011.0,2.86,23000000
45.0,1.0,1,4,2,29,2011.0,2.86,23000000
46.0,2.0,1,4,2,23,2011.0,2.86,25700000
60.0,2.0,1,4,2,29,2017.0,2.86,32000000
45.0,1.0,1,4,2,27,2011.0,2.86,24500000
76.0,3.0,1,4,2,0,2019.0,2.86,45000000
30.0,1.0,1,4,2,29,2015.0,2.86,17500000
45.0,1.0,1,4,2,26,2011.0,2.86,24000000
65.0,2.0,1,4,2,23,2011.0,2.86,31000000
45.0,2.0,1,4,2,23,2011.0,2.86,25000000
42.0,1.0,1,4,2,23,2011.0,2.86,25000000
45.0,1.0,1,4,2,19,2011.0,2.86,25000000
41.0,1.0,1,4,2,23,2011.0,2.86,24999999
46.0,2.0,1,4,2,26,2011.0,2.86,25500000
46.0,2.0,1,4,2,26,2011.0,2.86,26000000
46.0,2.0,1,4,2,26,2011.0,2.86,26000000
75.0,3.0,1,4,2,0,2018.0,2.86,30000000
35.0,1.0,1,4,2,3,2020.0,2.86,24999999
64.2,2.0,1,4,2,26,2014.0,2.86,38500000
63.0,2.0,1,4,2,11,2015.0,2.86,32000000
74.0,3.0,1,0,2,23,2014.0,2.86,36200000
73.9,3.0,1,4,2,23,2014.0,2.86,36200000
73.9,3.0,1,4,2,23,2014.0,2.86,36200000
47.0,2.0,1,0,2,11,2019.0,2.86,18500000
60.0,2.0,1,4,2,1,2019.0,2.86,31500000
55.0,2.0,1,4,2,0,2018.0,2.86,32000000
56.0,2.0,1,4,2,29,2018.0,2.86,33200000
55.0,2.0,1,4,2,3,2019.0,2.86,28000000
68.0,2.0,1,4,2,28,2015.0,2.86,32000000
72.0,3.0,1,4,2,27,2018.0,2.86,38000000
76.0,3.0,1,4,2,23,2014.0,2.86,36200000
68.0,2.0,1,4,2,0,2014.0,2.86,26999000
59.0,2.0,1,2,2,19,2019.0,2.86,34990000
43.0,1.0,1,2,2,28,2017.0,2.86,25000000
40.0,1.0,1,4,2,11,2014.0,2.86,23000000
91.0,3.0,1,4,2,29,2010.0,2.86,39000000
58.7,2.0,1,4,2,1,2019.0,2.86,29500000
45.0,1.0,1,4,2,19,2016.0,2.86,22000000
77.0,3.0,1,4,1,0,2018.0,2.86,30000000
74.0,3.0,1,4,2,23,2014.0,2.86,36200000
48.0,2.0,1,5,2,28,2023.0,2.86,22000000
52.0,2.0,1,4,2,11,1989.0,2.86,24500000
32.0,1.0,1,4,2,24,2022.0,2.86,23000000
65.0,2.0,1,0,2,28,2010.0,2.86,33000000
87.0,3.0,1,2,2,11,2014.0,2.86,45000000
45.0,1.0,1,4,2,24,2016.0,2.86,20500000
42.0,1.0,1,0,2,26,2023.0,2.86,20700000
44.0,1.0,1,4,2,26,2018.0,2.86,25000000
88.0,3.0,1,4,2,19,2011.0,2.86,45000000
42.0,1.0,1,0,2,19,2019.0,2.7,23000000
44.0,1.0,1,5,2,11,2022.0,2.86,19000000
45.0,1.0,1,5,2,11,2023.0,2.86,17500000
70.0,2.0,1,3,2,29,2013.0,2.86,28500000
48.0,2.0,1,4,2,30,2021.0,2.86,35000000
58.7,2.0,1,4,2,1,2019.0,2.86,29500000
43.0,1.0,1,4,2,11,2018.0,2.86,26000000
40.2,2.0,1,4,1,11,1962.0,2.86,19800000
63.0,2.0,1,4,2,11,2015.0,2.86,32000000
34.0,1.0,1,0,2,11,2022.0,2.86,16000000
45.0,1.0,1,4,2,26,2019.0,2.86,26000000
63.0,2.0,1,4,2,11,2015.0,2.86,32000000
71.0,3.0,1,4,2,24,2019.0,2.86,35500000
43.0,1.0,1,0,2,0,2022.0,2.86,21500000
71.0,3.0,1,4,2,27,2019.0,2.86,33000000
44.8,1.0,1,4,2,28,2018.0,2.86,25900000
40.0,1.0,1,4,2,0,2018.0,2.86,25000000
71.0,3.0,1,4,2,24,2019.0,2.86,35500000
40.9,1.0,1,4,2,29,2017.0,2.86,25000000
35.49,1.0,1,3,2,29,2023.0,2.86,18600000
64.0,2.0,1,0,2,23,2015.0,2.86,27000000
64.0,2.0,1,4,2,23,2015.0,2.86,27000000
35.0,1.0,1,0,2,3,2016.0,2.8,21000000
