"Площадь, м²",Комнаты,Местоположение,Состояние,Тип дома,Этаж,Год постройки,Потолки,Цена
48.0,1.0,4,4,2,19,2021.0,2.86,61000000
31.0,1.0,4,4,3,23,1970.0,2.86,29000000
111.0,3.0,4,4,2,23,2022.0,2.86,128990000
140.0,4.0,4,4,2,23,2012.0,2.86,117000000
36.0,2.0,4,4,1,23,1960.0,2.86,22249900
59.0,3.0,4,4,3,19,1978.0,2.86,38500000
30.5,1.0,4,4,1,19,1962.0,2.86,21000000
45.0,2.0,4,4,3,23,1971.0,2.86,28500000
122.5,3.0,4,0,2,28,2024.0,2.86,116000000
61.7,3.0,4,4,1,23,1974.0,2.86,34000000
60.0,2.0,4,4,3,19,1978.0,2.86,39000000
34.0,1.0,4,2,3,11,1979.0,2.86,23500000
92.0,3.0,4,4,2,1,2019.0,2.86,94999000
76.0,2.0,4,0,2,27,2021.0,2.86,95000000
46.5,2.0,4,5,2,28,2022.0,2.86,52500000
48.4,1.0,4,0,2,3,2021.0,2.86,60000002
43.0,2.0,4,2,3,11,1980.0,2.86,34500000
50.0,2.0,4,0,2,26,2022.0,2.86,57003816
66.6,3.0,4,4,2,1,2020.0,2.86,75000000
67.9,3.0,4,4,3,0,1990.0,2.86,47000000
66.6,3.0,4,4,2,1,2020.0,2.86,75000000
67.9,3.0,4,4,3,0,1990.0,2.86,47000000
79.5,3.0,4,5,2,11,2020.0,2.86,51000000
153.0,3.0,4,4,2,29,2016.0,2.86,125000000
57.5,2.0,4,4,1,19,1990.0,2.86,52000000
63.0,2.0,4,0,2,5,2023.0,2.86,61000000
47.0,2.0,4,4,2,28,2022.0,2.86,50000000
31.0,1.0,4,2,3,24,1973.0,2.86,21500000
108.0,3.0,4,4,2,4,2019.0,2.86,100000000
186.0,5.0,4,4,2,28,2022.0,2.86,330000000
33.43,1.0,4,0,2,0,2023.0,3.5,30000000
60.0,3.0,4,2,3,24,1978.0,2.86,31000000
53.0,2.0,4,0,2,29,2019.0,2.86,47000000
144.0,4.0,4,0,2,11,2021.0,2.86,199500000
45.0,2.0,4,4,3,24,1980.0,2.86,32500000
217.0,5.0,4,0,2,23,2012.0,2.86,113000000
60.0,2.0,4,4,3,11,1983.0,2.86,39500000
50.0,2.0,4,0,2,2,2006.0,2.86,64000000
158.0,2.0,4,4,2,28,2017.0,2.86,180000000
80.0,3.0,4,4,2,28,2019.0,2.86,65000000
54.6,2.0,4,4,1,24,1990.0,2.86,37500000
259.7,4.0,4,4,2,12,2016.0,2.86,179990000
38.0,1.0,4,4,3,19,1982.0,2.86,36000000
30.5,1.0,4,4,1,19,1962.0,2.86,21000000
59.0,3.0,4,4,3,19,1978.0,2.86,38500000
31.0,1.0,4,4,3,23,1970.0,2.86,29000000
135.0,4.0,4,4,2,3,2016.0,2.86,99999999
140.0,4.0,4,4,2,23,2012.0,2.86,117000000
66.6,3.0,4,4,2,1,2020.0,2.86,75000000
36.0,2.0,4,4,1,23,1960.0,2.86,22249900
111.0,3.0,4,4,2,23,2022.0,2.86,128990000
50.0,2.0,4,0,2,26,2022.0,2.86,57003816
48.4,1.0,4,0,2,3,2021.0,2.86,60000002
76.0,2.0,4,0,2,27,2021.0,2.86,95000000
43.0,2.0,4,2,3,11,1980.0,2.86,34500000
46.5,2.0,4,5,2,28,2022.0,2.86,52500000
45.0,2.0,4,4,3,23,1971.0,2.86,28500000
60.0,2.0,4,4,3,19,1978.0,2.86,39000000
92.0,3.0,4,4,2,1,2019.0,2.86,94999000
122.5,3.0,4,0,2,28,2024.0,2.86,116000000
122.5,3.0,4,0,2,28,2024.0,2.86,116000000
34.0,1.0,4,2,3,11,1979.0,2.86,23500000
61.7,3.0,4,4,1,23,1974.0,2.86,34000000
153.0,3.0,4,4,2,29,2016.0,2.86,125000000
79.5,3.0,4,5,2,11,2020.0,2.86,51000000
67.9,3.0,4,4,3,0,1990.0,2.86,47000000
31.0,1.0,4,2,3,24,1973.0,2.86,21500000
63.0,2.0,4,0,2,5,2023.0,2.86,61000000
47.0,2.0,4,3,2,28,2019.0,2.86,52500000
120.2,3.0,4,4,2,11,2016.0,2.86,150000000
75.0,3.0,4,0,2,11,2022.0,2.86,51500000
110.0,3.0,4,4,2,29,2008.0,2.86,77500000
43.5,1.0,4,2,1,24,1969.0,2.86,38000000
64.0,2.0,4,5,2,1,2021.0,2.86,50500000
60.0,3.0,4,4,3,0,1971.0,2.86,40000000
56.0,2.0,4,4,1,11,1977.0,2.86,41000000
35.1,1.0,4,4,1,11,1974.0,2.86,25900000
103.0,3.0,4,0,2,29,2019.0,2.86,108000000
157.2,5.0,4,4,2,1,2008.0,2.86,135000000
117.0,3.0,4,0,2,28,2021.0,2.86,123000000
105.0,3.0,4,0,2,7,2023.0,2.86,56000000
39.3,2.0,4,4,1,19,1960.0,2.86,38000000
85.0,2.0,4,4,2,1,2008.0,2.86,75000000
18.0,1.0,4,2,1,11,1979.0,2.86,16000000
75.0,3.0,4,1,1,11,2022.0,2.86,53000000
109.0,3.0,4,5,2,27,2020.0,2.86,69400000
44.0,2.0,4,4,2,26,2009.0,2.86,46000000
62.0,2.0,4,0,2,23,2023.0,2.86,55000000
53.0,2.0,4,4,2,29,2018.0,2.86,44000000
59.0,2.0,4,4,2,29,2018.0,2.86,58000000
68.0,2.0,4,4,2,29,2016.0,2.86,55000000
57.0,2.0,4,1,2,7,2023.0,2.86,38000000
48.0,2.0,4,4,2,5,2019.0,2.86,75000000
38.0,1.0,4,4,2,27,2018.0,2.86,31500000
102.7,3.0,4,4,2,23,2017.0,2.86,93000000
76.0,2.0,4,4,2,29,2022.0,2.86,60000000
64.0,2.0,4,4,3,11,1991.0,2.86,45000000
118.0,3.0,4,4,2,10,2014.0,2.86,93000000
78.0,2.0,4,0,2,7,2008.0,2.86,53000000
107.0,3.0,4,4,2,2,2022.0,2.86,116000000
49.0,2.0,4,1,2,9,2023.0,2.86,42400000
68.13,2.0,4,3,2,3,2023.0,2.86,71000000
42.0,1.0,4,4,3,24,1987.0,2.86,36000000
60.0,2.0,4,0,3,28,1982.0,2.86,47000000
113.0,3.0,4,4,2,29,2008.0,2.86,95000000
56.0,2.0,4,4,1,24,1990.0,2.86,36500000
103.0,3.0,4,4,2,1,2021.0,2.86,97990000
110.0,4.0,4,4,2,3,2008.0,2.86,103000000
70.0,3.0,4,4,1,11,1988.0,2.86,65000000
56.0,2.0,4,5,2,27,2023.0,2.86,41000000
69.1,2.0,4,0,2,0,2023.0,2.86,39000000
105.0,3.0,4,0,2,27,2015.0,2.86,98000000
47.5,1.0,4,0,2,24,2023.0,2.86,55000000
80.0,3.0,4,3,2,28,2023.0,2.86,52000000
63.0,2.0,4,5,0,0,2022.0,2.86,50000000
92.0,2.0,4,0,2,11,2020.0,3.2,135000000
150.0,3.0,4,4,2,27,2014.0,2.86,115000000
41.5,2.0,4,4,2,0,2022.0,2.86,41000000
160.0,5.0,4,4,2,19,2021.0,2.86,120000000
160.0,5.0,4,4,2,19,2021.0,2.86,120000000
120.0,4.0,4,0,2,11,2010.0,2.86,140000000
110.0,3.0,4,4,2,23,2019.0,2.86,93999995
110.0,3.0,4,5,2,8,2022.0,2.86,125000000
62.0,3.0,4,4,2,11,2021.0,2.86,62000000
45.0,1.0,4,5,2,27,2019.0,2.86,37499995
70.0,3.0,4,4,2,29,2022.0,2.86,82990000
75.0,3.0,4,4,2,28,2023.0,2.86,98000000
75.0,4.0,4,4,3,0,1969.0,2.86,43800000
31.0,1.0,4,2,3,0,1975.0,2.86,24000000
57.0,3.0,4,2,1,23,1970.0,2.86,37000000
39.0,1.0,4,1,2,3,2023.0,2.86,35400000
40.0,1.0,4,4,3,24,1983.0,2.86,37000000
77.0,2.0,4,1,2,9,2023.0,2.86,55000000
54.0,2.0,4,3,1,24,1992.0,2.8,39000000
56.0,3.0,4,0,1,23,1961.0,2.86,30000000
50.0,2.0,4,5,2,30,2022.0,2.86,38000000
103.0,4.0,4,0,2,3,1993.0,2.86,86970000
60.0,2.0,4,5,3,24,1975.0,2.86,48500000
50.0,2.0,4,4,2,10,2019.0,2.86,61000000
60.0,2.0,4,5,3,24,1975.0,2.86,48500000
50.0,2.0,4,4,2,10,2019.0,2.86,61000000
80.0,3.0,4,4,2,27,2019.0,2.86,66500000
39.0,1.0,4,4,2,26,2022.0,2.86,38000000
112.0,3.0,4,4,2,0,2017.0,2.86,106000000
56.0,3.0,4,4,3,0,1977.0,2.86,35000000
60.0,3.0,4,4,3,24,1976.0,2.86,37000000
80.0,3.0,4,4,1,24,1995.0,2.86,58100000
63.0,3.0,4,4,3,0,1988.0,2.86,43000000
90.0,2.0,4,4,2,2,2015.0,2.86,66000000
54.0,3.0,4,4,1,23,1961.0,2.86,32700000
31.0,1.0,4,2,3,0,1975.0,2.86,25500000
59.6,1.0,4,4,2,1,2015.0,2.86,45500000
49.5,2.0,4,0,2,23,2023.0,2.86,38500000
57.0,2.0,4,0,3,26,1987.0,2.86,41500000
70.0,2.0,4,4,2,28,2010.0,2.86,50000000
38.0,1.0,4,4,2,23,2018.0,2.86,33800000
42.0,2.0,4,4,3,0,1972.0,2.86,27000000
59.0,3.0,4,4,3,24,1975.0,2.86,35000000
60.0,3.0,4,4,3,0,1971.0,2.86,40000000
45.0,2.0,4,4,2,16,2014.0,2.86,48200000
130.0,3.0,4,4,2,8,2013.0,2.86,110000000
84.0,3.0,4,4,2,27,2019.0,2.86,65000000
62.0,3.0,4,0,3,19,1973.0,2.86,42000000
237.0,4.0,4,4,2,0,2004.0,2.86,225200000
44.6,1.0,4,5,2,11,2023.0,2.86,25300000
82.8,3.0,4,5,2,28,2023.0,2.86,60000000
43.0,2.0,4,4,3,19,1964.0,2.86,35500000
44.0,2.0,4,4,3,19,1961.0,2.86,27000000
32.0,2.0,4,4,1,23,1960.0,2.86,19500000
78.2,2.0,4,5,2,2,2023.0,2.86,60000000
154.0,3.0,4,0,2,23,2016.0,2.86,133000000
33.0,1.0,4,4,3,23,1971.0,2.86,24000000
83.0,3.0,4,4,2,27,2021.0,2.86,80000000
150.0,3.0,4,0,2,19,2020.0,2.86,375000000
32.0,1.0,4,4,3,23,1970.0,2.86,29000000
34.0,1.0,4,4,3,19,1971.0,2.86,26000000
60.0,3.0,4,4,3,23,1978.0,2.86,39000000
62.0,3.0,4,4,1,23,1974.0,2.86,34000000
108.0,3.0,4,4,2,29,2008.0,2.86,77500000
82.6,3.0,4,3,2,3,2019.0,2.86,54500000
40.0,1.0,4,4,3,26,1989.0,2.86,30500000
45.0,1.0,4,0,2,6,2007.0,2.86,45000000
42.0,2.0,4,4,1,23,1963.0,2.86,26000000
105.0,4.0,4,0,2,23,2019.0,2.86,102000000
63.0,2.0,4,4,3,11,1989.0,2.86,40000000
60.0,2.0,4,4,3,28,1979.0,2.86,45000000
34.0,1.0,4,4,3,19,1971.0,2.86,26000000
374.7,8.0,4,4,2,23,2017.0,2.86,480000000
42.0,2.0,4,4,1,0,1960.0,2.86,28000000
240.0,5.0,4,4,2,8,2015.0,2.86,490000000
71.0,3.0,4,3,3,0,1977.0,2.86,55000000
70.0,2.0,4,4,2,28,2016.0,2.86,55000000
74.2,2.0,4,0,1,28,1987.0,2.86,41500000
50.0,2.0,4,0,2,10,2019.0,2.86,61000000
60.0,2.0,4,5,2,2,2023.0,2.86,40000000
115.0,3.0,4,4,2,23,2018.0,2.86,128000000
60.0,3.0,4,2,3,24,1978.0,2.86,31000000
80.0,3.0,4,4,2,30,2023.0,2.86,107000000
111.0,4.0,4,4,2,23,2019.0,2.86,110000000
60.0,3.0,4,2,3,24,1978.0,2.86,31000000
80.0,3.0,4,4,2,30,2023.0,2.86,107000000
111.0,4.0,4,4,2,23,2019.0,2.86,110000000
62.0,2.0,4,4,3,23,1982.0,2.86,39000000
32.6,1.0,4,4,3,23,1971.0,2.86,24000000
30.0,1.0,4,4,1,19,1963.0,2.86,23500000
70.0,2.0,4,4,2,28,2010.0,2.86,50000000
116.0,4.0,4,0,2,23,2019.0,3.0,120000000
70.0,2.0,4,0,2,29,2023.0,2.86,77000000
60.0,2.0,4,4,2,19,2022.0,2.86,45000000
44.0,2.0,4,4,3,0,1975.0,2.86,31000000
65.0,2.0,4,4,3,19,1979.0,2.86,43000000
60.0,3.0,4,0,3,19,1970.0,2.86,42500000
123.5,2.0,4,4,2,19,2017.0,2.86,100000000
114.4,3.0,4,4,1,3,2012.0,2.86,115000000
42.0,2.0,4,0,2,30,2022.0,2.86,40500000
60.0,3.0,4,4,3,0,1971.0,2.86,40000000
110.0,4.0,4,4,2,19,2015.0,2.86,70000000
120.0,3.0,4,0,2,2,2016.0,2.86,80000000
53.7,3.0,4,4,1,23,1961.0,2.86,32500000
92.0,2.0,4,4,2,6,2010.0,2.86,75199999
147.0,4.0,4,4,2,2,2019.0,2.86,169000000
75.0,3.0,4,4,1,23,1987.0,2.86,55000000
70.0,2.0,4,0,2,24,2022.0,2.86,62500000
91.0,3.0,4,4,1,24,1988.0,2.86,59900000
125.0,3.0,4,0,2,24,2008.0,2.86,155000000
73.0,2.0,4,4,1,24,1972.0,2.86,57000000
147.0,4.0,4,4,2,2,2019.0,2.86,169000000
100.0,4.0,4,0,2,19,2023.0,2.86,139000000
68.0,3.0,4,2,3,11,1980.0,2.86,39500000
74.6,3.0,4,4,3,27,1989.0,2.86,69000000
48.5,2.0,4,0,2,28,2023.0,2.86,43000000
50.0,2.0,4,0,2,27,2022.0,2.86,53128888
36.0,2.0,4,4,1,23,1960.0,2.86,22500000
65.0,3.0,4,2,3,19,1975.0,2.86,32000000
90.0,4.0,4,4,1,24,1988.0,2.86,60000000
41.2,2.0,4,2,1,0,1959.0,2.86,26500000
57.0,2.0,4,5,2,19,2023.0,2.86,42000000
91.0,4.0,4,4,1,24,1988.0,2.86,59900000
51.0,2.0,4,4,3,24,1980.0,2.86,39500000
57.0,2.0,4,5,2,19,2023.0,2.86,42000000
91.0,4.0,4,4,1,24,1988.0,2.86,59900000
51.0,2.0,4,4,3,24,1980.0,2.86,39500000
90.8,3.0,4,4,1,24,1988.0,2.86,60000000
150.0,3.0,4,5,2,23,2017.0,2.86,129000000
69.0,2.0,4,4,2,1,2015.0,2.86,52500000
63.0,2.0,4,4,2,1,2017.0,2.86,57000000
103.0,3.0,4,4,2,11,2019.0,2.86,97000000
53.0,2.0,4,4,2,28,2015.0,2.86,56000000
125.0,3.0,4,4,2,29,2014.0,2.86,125000000
76.0,2.0,4,4,2,11,2008.0,2.86,61000000
70.4,2.0,4,0,2,27,2022.0,2.86,63900000
113.4,2.0,4,4,2,8,2012.0,2.86,60000000
123.0,3.0,4,3,2,2,2023.0,2.86,99999999
145.0,3.0,4,4,2,23,2015.0,2.86,147000000
43.0,2.0,4,2,3,19,1976.0,2.86,30500000
38.1,2.0,4,4,2,2,2016.0,2.86,36500000
57.0,2.0,4,4,3,23,1985.0,2.86,40500000
38.5,2.0,4,4,2,11,2019.0,2.86,38500000
110.0,3.0,4,4,2,0,2011.0,2.86,75000000
38.5,2.0,4,4,2,11,2019.0,2.86,38500000
110.0,3.0,4,4,2,0,2011.0,2.86,75000000
47.0,2.0,4,0,3,19,1972.0,2.86,39000000
100.0,3.0,4,4,2,1,2022.0,2.86,80000000
148.4,3.0,4,5,2,23,2016.0,2.86,127500000
111.0,4.0,4,4,2,23,2019.0,2.86,109000000
75.0,2.0,4,4,2,29,2017.0,2.86,65500000
63.0,2.0,4,4,3,11,1989.0,2.86,40000000
130.8,4.0,4,0,2,17,2014.0,2.86,110000000
100.0,3.0,4,4,2,4,2009.0,2.86,70000000
61.0,2.0,4,4,3,23,1982.0,2.86,39000000
53.0,2.0,4,4,1,11,1986.0,2.86,38000000
100.0,3.0,4,0,2,3,2010.0,2.86,83000000
43.0,2.0,4,4,3,24,1975.0,2.86,28500000
51.0,2.0,4,4,3,23,1991.0,2.86,43000000
70.0,3.0,4,5,2,19,2023.0,2.86,52000000
130.0,4.0,4,4,2,27,2009.0,2.86,105000000
36.0,2.0,4,4,1,23,1960.0,2.86,22900000
41.0,2.0,4,4,1,11,1962.0,2.86,29500000
64.0,2.0,4,4,3,29,1995.0,2.86,42000000
49.0,1.0,4,4,2,29,2017.0,2.86,45500000
42.0,2.0,4,4,3,0,1982.0,2.86,27500000
72.0,3.0,4,0,2,28,2018.0,2.86,80000000
66.8,3.0,4,1,2,1,2020.0,2.86,61000000
60.0,3.0,4,0,1,0,1961.0,2.86,33000000
40.0,1.0,4,4,1,19,1977.0,2.86,30500000
102.15,1.0,4,1,2,7,2024.0,2.86,45500000
42.0,2.0,4,4,3,0,1982.0,2.86,27500000
31.0,1.0,4,4,1,19,1964.0,2.86,26000000
47.0,2.0,4,4,1,24,1976.0,2.86,25000000
119.4,4.0,4,4,2,23,2019.0,2.86,118000000
55.0,2.0,4,4,2,28,2021.0,2.86,58000000
111.0,3.0,4,4,2,24,2019.0,2.86,108000000
46.0,1.0,4,0,3,0,1983.0,2.86,32000000
63.2,2.0,4,5,2,4,2022.0,2.86,47000000
32.6,1.0,4,4,3,23,1971.0,2.86,24000000
110.0,3.0,4,4,2,11,2019.0,2.86,95000000
41.0,2.0,4,2,1,11,1962.0,2.86,29500000
70.0,3.0,4,4,1,23,1992.0,2.86,51500000
64.0,2.0,4,4,2,24,2019.0,2.86,65000000
115.0,3.0,4,4,1,23,2003.0,2.86,81800000
66.0,3.0,4,4,2,29,2019.0,2.86,61000000
65.0,2.0,4,4,2,28,2017.0,2.86,57500000
111.0,3.0,4,0,2,27,2023.0,2.86,71000000
57.0,3.0,4,3,1,0,1961.0,2.86,45000000
70.9,2.0,4,1,2,7,2019.0,2.86,46000000
113.0,3.0,4,4,2,11,2017.0,2.86,135000000
73.7,3.0,4,4,2,4,2016.0,2.86,69000000
108.0,3.0,4,4,2,3,2016.0,2.86,86000000
42.0,2.0,4,4,3,0,1972.0,2.86,27000000
67.0,3.0,4,4,3,23,1976.0,2.86,38000000
65.0,2.0,4,4,2,29,2016.0,2.86,38500000
69.0,2.0,4,5,2,29,2022.0,2.86,80000000
70.0,2.0,4,0,2,3,2009.0,2.86,60000000
60.0,3.0,4,4,3,23,1974.0,2.86,36500000
50.0,2.0,4,4,1,11,1980.0,2.86,35500000
47.0,2.0,4,4,1,24,1976.0,2.86,25000000
48.0,2.0,4,0,2,11,2022.0,2.86,47500000
63.0,3.0,4,0,1,23,1965.0,2.7,34000000
62.0,3.0,4,4,3,19,1975.0,2.86,36500000
62.0,3.0,4,4,3,19,1975.0,2.86,36500000
47.0,2.0,4,4,3,11,1972.0,2.86,36000000
58.5,3.0,4,3,3,24,1973.0,2.86,29500000
61.0,2.0,4,4,2,1,2015.0,2.86,38500000
56.0,2.0,4,4,2,9,2015.0,2.86,51000000
60.0,2.0,4,0,2,28,2024.0,3.0,58000000
62.0,3.0,4,4,3,19,1975.0,2.86,36500000
30.0,1.0,4,2,3,0,1975.0,2.86,25500000
50.0,2.0,4,5,2,2,2023.0,2.86,41000000
41.0,1.0,4,0,1,0,1979.0,2.86,40000000
58.9,3.0,4,2,3,11,1974.0,2.86,50000000
100.0,3.0,4,4,2,24,2019.0,2.86,79000000
70.0,2.0,4,4,2,28,2016.0,2.86,54900000
50.0,2.0,4,0,2,29,2023.0,2.86,32000000
36.0,1.0,4,0,3,11,1975.0,2.8,23500000
110.0,3.0,4,4,2,29,2018.0,2.86,108000000
38.0,1.0,4,4,2,23,2018.0,2.86,33800000
43.0,2.0,4,0,1,11,1965.0,2.86,31500000
31.0,1.0,4,0,2,24,1973.0,2.6,20000000
60.68,2.0,4,5,2,11,2024.0,2.86,41565800
54.0,2.0,4,4,2,8,2012.0,2.86,51200000
70.0,2.0,4,4,2,1,2019.0,2.86,65000000
71.0,2.0,4,4,2,10,2014.0,2.86,72000000
77.0,2.0,4,1,2,24,2023.0,2.86,67000000
77.0,3.0,4,4,2,6,2023.0,2.86,77500000
150.0,3.0,4,5,2,23,2016.0,2.86,127000000
57.4,3.0,4,4,3,23,1978.0,2.86,39000000
50.0,2.0,4,4,1,11,1980.0,2.86,35500000
63.4,3.0,4,4,3,23,1971.0,2.86,40000000
98.0,3.0,4,4,2,28,2007.0,2.86,64000000
80.0,3.0,4,0,2,27,2023.0,2.86,88000000
49.0,1.0,4,4,2,29,2017.0,2.86,45500000
52.0,2.0,4,4,3,28,1977.0,2.86,42700000
48.8,2.0,4,0,3,0,1980.0,2.86,35500000
45.0,2.0,4,5,2,4,2023.0,2.86,30950000
98.0,3.0,4,4,2,28,2007.0,2.86,63999999
70.0,2.0,4,4,2,23,2015.0,2.86,60000000
46.0,2.0,4,4,3,23,1968.0,2.86,35500000
62.0,3.0,4,2,1,11,1980.0,2.86,48000000
40.0,2.0,4,2,1,19,1961.0,2.86,30000000
62.0,3.0,4,2,1,11,1980.0,2.86,48000000
40.0,2.0,4,2,1,19,1961.0,2.86,30000000
120.0,3.0,4,4,2,11,2016.0,2.86,145000000
54.0,2.0,4,4,2,2,2022.0,2.86,51000000
170.0,4.0,4,0,2,27,2013.0,2.86,195000000
74.0,3.0,4,4,3,0,1985.0,2.86,53000000
182.3,4.0,4,5,2,29,2019.0,2.86,105000000
73.5,2.0,4,4,2,11,2019.0,2.86,74500000
100.0,3.0,4,4,2,8,2023.0,2.86,139000000
50.0,2.0,4,4,1,11,1980.0,2.86,35500000
44.0,2.0,4,4,3,19,1976.0,2.86,35000000
57.0,2.0,4,5,2,6,2019.0,2.86,43000000
176.0,4.0,4,0,2,0,2007.0,2.86,148000000
156.7,4.0,4,1,2,19,2023.0,2.86,110000000
58.7,3.0,4,4,3,24,1982.0,2.86,39000000
43.0,2.0,4,2,3,11,1980.0,2.86,34000000
40.0,1.0,4,4,2,29,2019.0,2.86,32300000
50.0,2.0,4,0,2,15,2015.0,2.86,47600000
46.0,2.0,4,4,3,24,1982.0,2.86,23000000
50.0,2.0,4,0,1,24,1979.0,2.7,40000000
60.0,2.0,4,5,2,19,2022.0,2.86,63000000
44.0,2.0,4,0,2,23,2015.0,2.86,42500000
58.3,2.0,4,1,2,6,2023.0,2.86,41500000
70.0,2.0,4,4,2,2,2019.0,2.86,62500000
43.0,2.0,4,4,3,23,1971.0,2.86,37900000
112.6,4.0,4,4,2,29,2019.0,2.86,130000000
74.0,3.0,4,4,2,11,2019.0,2.86,74500000
60.0,3.0,4,0,3,24,1976.0,2.86,37500000
50.0,2.0,4,5,2,29,2023.0,2.86,32500000
95.0,3.0,4,4,2,3,2019.0,2.86,93000000
73.5,2.0,4,4,2,11,2019.0,2.86,74500000
39.0,1.0,4,3,2,24,2018.0,2.86,26999999
45.0,2.0,4,4,1,11,1985.0,2.7,45000000
60.0,3.0,4,4,3,23,1975.0,2.86,35500000
108.0,3.0,4,4,2,27,2019.0,2.86,124000000
85.0,3.0,4,4,1,11,1975.0,2.86,68200000
72.0,2.0,4,4,2,6,2016.0,2.86,57500000
41.0,1.0,4,4,2,27,2023.0,2.86,42000000
59.0,2.0,4,4,2,6,2013.0,2.86,44000000
25.0,2.0,4,2,1,19,1980.0,2.86,17000000
59.0,2.0,4,4,2,6,2013.0,2.86,44000000
25.0,2.0,4,2,1,19,1980.0,2.86,17000000
215.0,5.0,4,0,2,24,2013.0,2.86,200000000
43.4,2.0,4,4,3,19,1961.0,2.86,27000000
150.0,4.0,4,4,2,2,2008.0,2.86,105000000
130.0,3.0,4,0,2,19,2016.0,2.86,160000000
45.0,2.0,4,4,2,1,2018.0,2.86,42800000
156.0,4.0,4,4,2,19,2016.0,2.86,200000000
45.0,2.0,4,0,2,24,2019.0,2.86,37500000
47.0,2.0,4,4,3,19,1973.0,2.86,37000000
31.0,1.0,4,0,3,24,1977.0,2.86,23500000
27.1,1.0,4,4,1,23,1960.0,2.86,25000000
29.0,1.0,4,4,1,19,1964.0,2.86,25800000
85.0,4.0,4,0,3,23,1989.0,2.86,50500000
100.0,3.0,4,4,2,27,2019.0,2.86,78000000
62.2,3.0,4,4,3,19,1977.0,2.86,43000000
65.0,2.0,4,4,2,19,2017.0,2.86,63000000
64.0,2.0,4,5,2,1,2021.0,2.86,51000000
31.0,1.0,4,0,3,24,1977.0,2.86,23500000
44.0,2.0,4,4,3,19,1976.0,2.86,35000000
45.0,2.0,4,4,1,11,1973.0,2.86,36000000
43.9,2.0,4,4,3,11,1962.0,2.86,29999000
60.0,2.0,4,0,3,27,2023.0,2.86,74500000
68.0,3.0,4,4,3,0,1990.0,2.86,47000000
134.0,3.0,4,2,2,27,2015.0,2.86,80000000
62.2,2.0,4,1,2,28,2024.0,2.86,41500000
47.0,2.0,4,4,3,11,1972.0,2.86,33000000
48.0,2.0,4,4,1,23,1970.0,2.86,30000000
56.0,3.0,4,0,1,11,1960.0,2.86,32000000
40.0,1.0,4,4,2,24,2018.0,2.86,34000000
50.0,2.0,4,5,2,7,2023.0,2.86,38500000
50.0,2.0,4,4,2,24,2019.0,2.86,46000000
62.0,2.0,4,0,2,26,2017.0,2.86,55000000
105.0,3.0,4,4,2,28,2017.0,2.86,94000000
41.0,2.0,4,3,3,0,1971.0,2.86,27500000
39.0,1.0,4,4,2,27,2019.0,2.86,38500000
52.0,2.0,4,4,2,3,2018.0,2.86,50000000
40.0,2.0,4,4,2,1,2018.0,2.86,34000000
71.0,2.0,4,4,2,27,2019.0,2.86,63500000
56.0,2.0,4,4,2,29,2017.0,2.86,54000000
56.0,2.0,4,4,2,29,2017.0,2.86,54000000
81.7,3.0,4,4,2,11,2019.0,2.86,90000000
38.0,2.0,4,2,1,23,1964.0,2.86,21500000
44.0,2.0,4,4,3,0,1980.0,2.86,35800000
33.0,1.0,4,4,3,0,1976.0,2.86,22500000
33.0,1.0,4,3,3,11,1979.0,2.86,23500000
100.0,3.0,4,4,1,19,1975.0,2.86,62000000
141.0,3.0,4,4,2,3,2008.0,2.86,85000000
181.0,4.0,4,4,2,23,2006.0,2.86,220500000
150.7,4.0,4,4,2,1,2009.0,2.86,127000000
62.0,3.0,4,4,3,19,1975.0,2.86,47000000
113.4,2.0,4,4,2,8,2012.0,2.86,60000000
78.0,2.0,4,0,2,27,2024.0,2.86,49000000
54.0,2.0,4,4,2,7,2010.0,2.86,45000000
43.0,2.0,4,4,3,24,1975.0,2.86,25500000
72.0,3.0,4,4,2,28,2021.0,2.86,87000000
58.5,2.0,4,0,2,24,2018.0,2.86,41000000
80.0,2.0,4,0,2,2,2012.0,2.86,63000000
31.0,1.0,4,0,3,23,1970.0,2.86,29000000
118.4,3.0,4,0,2,0,2023.0,2.86,95000000
41.0,2.0,4,4,2,24,2019.0,2.86,34000000
60.0,3.0,4,2,3,24,1973.0,2.86,31000000
40.0,2.0,4,4,2,24,2018.0,2.86,32000000
43.4,1.0,4,4,2,24,2019.0,2.86,45000000
107.1,3.0,4,0,2,11,2019.0,2.86,94000000
70.0,2.0,4,5,2,3,2022.0,2.86,49000000
62.0,2.0,4,0,2,2,2023.0,2.86,50000000
77.0,3.0,4,0,2,6,2023.0,2.86,79900000
61.7,3.0,4,0,1,23,1974.0,2.86,34000000
107.9,3.0,4,4,2,29,2008.0,2.86,77500000
90.0,3.0,4,4,1,11,1985.0,2.86,68500000
36.0,1.0,4,4,3,11,1992.0,2.86,32000000
45.0,2.0,4,2,3,11,1974.0,2.86,33000000
43.0,2.0,4,4,3,24,1977.0,2.86,27500000
45.0,2.0,4,4,3,19,1978.0,2.86,30000000
73.0,3.0,4,2,3,27,1994.0,2.86,59000000
31.0,1.0,4,2,3,24,1973.0,2.86,21500000
111.0,4.0,4,4,2,23,2019.0,2.86,110000000
32.6,1.0,4,4,3,23,1971.0,2.86,24000000
26.0,1.0,4,0,1,0,1965.0,2.8,13500000
31.0,1.0,4,2,3,24,1973.0,2.86,21500000
